onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
102.652	n/a	51326	seqLearning_start	91	n/a	n/a	8
108.94	n/a	54470	learningBlock_1	31	n/a	n/a	8
108.962	n/a	54481	dot_no1_ON	11	n/a	n/a	8
109.552	n/a	54776	dot_no1_OFF	21	n/a	n/a	8
110.87	n/a	55435	dot_no6_ON	16	n/a	n/a	8
111.45	n/a	55725	dot_no6_OFF	26	n/a	n/a	8
112.772	n/a	56386	dot_no4_ON	14	n/a	n/a	8
113.35	n/a	56675	dot_no4_OFF	24	n/a	n/a	8
114.67	n/a	57335	dot_no2_ON	12	n/a	n/a	8
115.25	n/a	57625	dot_no2_OFF	22	n/a	n/a	8
116.57	n/a	58285	dot_no7_ON	17	n/a	n/a	8
117.15	n/a	58575	dot_no7_OFF	27	n/a	n/a	8
118.47	n/a	59235	dot_no3_ON	13	n/a	n/a	8
119.05	n/a	59525	dot_no3_OFF	23	n/a	n/a	8
120.372	n/a	60186	dot_no8_ON	18	n/a	n/a	8
120.95	n/a	60475	dot_no8_OFF	28	n/a	n/a	8
122.272	n/a	61136	dot_no5_ON	15	n/a	n/a	8
122.852	n/a	61426	dot_no5_OFF	25	n/a	n/a	8
124.172	n/a	62086	dot_no2_ON	12	n/a	n/a	8
124.752	n/a	62376	dot_no2_OFF	22	n/a	n/a	8
126.072	n/a	63036	dot_no7_ON	17	n/a	n/a	8
126.652	n/a	63326	dot_no7_OFF	27	1-6-4-2-7-3-8-5-3-2	1-6-4-2-7-3-8-5-2-7	8
146.984	n/a	73492	learningBlock_2	32	n/a	n/a	8
146.992	n/a	73496	dot_no1_ON	11	n/a	n/a	8
147.582	n/a	73791	dot_no1_OFF	21	n/a	n/a	8
148.902	n/a	74451	dot_no6_ON	16	n/a	n/a	8
149.492	n/a	74746	dot_no6_OFF	26	n/a	n/a	8
150.812	n/a	75406	dot_no4_ON	14	n/a	n/a	8
151.402	n/a	75701	dot_no4_OFF	24	n/a	n/a	8
152.722	n/a	76361	dot_no2_ON	12	n/a	n/a	8
153.312	n/a	76656	dot_no2_OFF	22	n/a	n/a	8
154.632	n/a	77316	dot_no7_ON	17	n/a	n/a	8
155.212	n/a	77606	dot_no7_OFF	27	n/a	n/a	8
156.532	n/a	78266	dot_no3_ON	13	n/a	n/a	8
157.112	n/a	78556	dot_no3_OFF	23	n/a	n/a	8
158.432	n/a	79216	dot_no8_ON	18	n/a	n/a	8
159.012	n/a	79506	dot_no8_OFF	28	n/a	n/a	8
160.332	n/a	80166	dot_no5_ON	15	n/a	n/a	8
160.912	n/a	80456	dot_no5_OFF	25	n/a	n/a	8
162.232	n/a	81116	dot_no2_ON	12	n/a	n/a	8
162.812	n/a	81406	dot_no2_OFF	22	n/a	n/a	8
164.132	n/a	82066	dot_no7_ON	17	n/a	n/a	8
164.712	n/a	82356	dot_no7_OFF	27	1-6-4-2-7-3-8-5-2-7	1-6-4-2-7-3-8-5-2-7	8
184.364	n/a	92182	learningBlock_3	33	n/a	n/a	8
184.372	n/a	92186	dot_no1_ON	11	n/a	n/a	8
184.952	n/a	92476	dot_no1_OFF	21	n/a	n/a	8
186.272	n/a	93136	dot_no6_ON	16	n/a	n/a	8
186.852	n/a	93426	dot_no6_OFF	26	n/a	n/a	8
188.172	n/a	94086	dot_no4_ON	14	n/a	n/a	8
188.752	n/a	94376	dot_no4_OFF	24	n/a	n/a	8
190.074	n/a	95037	dot_no2_ON	12	n/a	n/a	8
190.652	n/a	95326	dot_no2_OFF	22	n/a	n/a	8
191.972	n/a	95986	dot_no7_ON	17	n/a	n/a	8
192.552	n/a	96276	dot_no7_OFF	27	n/a	n/a	8
193.872	n/a	96936	dot_no3_ON	13	n/a	n/a	8
194.452	n/a	97226	dot_no3_OFF	23	n/a	n/a	8
195.772	n/a	97886	dot_no8_ON	18	n/a	n/a	8
196.352	n/a	98176	dot_no8_OFF	28	n/a	n/a	8
197.672	n/a	98836	dot_no5_ON	15	n/a	n/a	8
198.262	n/a	99131	dot_no5_OFF	25	n/a	n/a	8
199.584	n/a	99792	dot_no2_ON	12	n/a	n/a	8
200.162	n/a	100081	dot_no2_OFF	22	n/a	n/a	8
201.482	n/a	100741	dot_no7_ON	17	n/a	n/a	8
202.062	n/a	101031	dot_no7_OFF	27	1-6-4-2-7-3-8-5-2-7	1-6-4-2-7-3-8-5-2-7	8
216.734	n/a	108367	learningBlock_4	34	n/a	n/a	8
216.744	n/a	108372	dot_no1_ON	11	n/a	n/a	8
217.334	n/a	108667	dot_no1_OFF	21	n/a	n/a	8
218.654	n/a	109327	dot_no6_ON	16	n/a	n/a	8
219.234	n/a	109617	dot_no6_OFF	26	n/a	n/a	8
220.554	n/a	110277	dot_no4_ON	14	n/a	n/a	8
221.134	n/a	110567	dot_no4_OFF	24	n/a	n/a	8
222.454	n/a	111227	dot_no2_ON	12	n/a	n/a	8
223.034	n/a	111517	dot_no2_OFF	22	n/a	n/a	8
224.354	n/a	112177	dot_no7_ON	17	n/a	n/a	8
224.934	n/a	112467	dot_no7_OFF	27	n/a	n/a	8
226.254	n/a	113127	dot_no3_ON	13	n/a	n/a	8
226.834	n/a	113417	dot_no3_OFF	23	n/a	n/a	8
228.154	n/a	114077	dot_no8_ON	18	n/a	n/a	8
228.734	n/a	114367	dot_no8_OFF	28	n/a	n/a	8
230.054	n/a	115027	dot_no5_ON	15	n/a	n/a	8
230.644	n/a	115322	dot_no5_OFF	25	n/a	n/a	8
231.964	n/a	115982	dot_no2_ON	12	n/a	n/a	8
232.544	n/a	116272	dot_no2_OFF	22	n/a	n/a	8
233.864	n/a	116932	dot_no7_ON	17	n/a	n/a	8
234.454	n/a	117227	dot_no7_OFF	27	1-6-4-2-7-3-8-5-2-7	1-6-4-2-7-3-8-5-2-7	8
247.736	n/a	123868	learningBlock_5	35	n/a	n/a	8
247.744	n/a	123872	dot_no1_ON	11	n/a	n/a	8
248.324	n/a	124162	dot_no1_OFF	21	n/a	n/a	8
249.644	n/a	124822	dot_no6_ON	16	n/a	n/a	8
250.224	n/a	125112	dot_no6_OFF	26	n/a	n/a	8
251.544	n/a	125772	dot_no4_ON	14	n/a	n/a	8
252.124	n/a	126062	dot_no4_OFF	24	n/a	n/a	8
253.444	n/a	126722	dot_no2_ON	12	n/a	n/a	8
254.024	n/a	127012	dot_no2_OFF	22	n/a	n/a	8
255.344	n/a	127672	dot_no7_ON	17	n/a	n/a	8
255.924	n/a	127962	dot_no7_OFF	27	n/a	n/a	8
257.244	n/a	128622	dot_no3_ON	13	n/a	n/a	8
257.824	n/a	128912	dot_no3_OFF	23	n/a	n/a	8
259.144	n/a	129572	dot_no8_ON	18	n/a	n/a	8
259.734	n/a	129867	dot_no8_OFF	28	n/a	n/a	8
261.054	n/a	130527	dot_no5_ON	15	n/a	n/a	8
261.644	n/a	130822	dot_no5_OFF	25	n/a	n/a	8
262.964	n/a	131482	dot_no2_ON	12	n/a	n/a	8
263.544	n/a	131772	dot_no2_OFF	22	n/a	n/a	8
264.864	n/a	132432	dot_no7_ON	17	n/a	n/a	8
265.454	n/a	132727	dot_no7_OFF	27	1-6-4-2-7-3-8-5-2-7	1-6-4-2-7-3-8-5-2-7	8
281.588	n/a	140794	seqLearning_stop	50	n/a	n/a	8
282.271	n/a	141135.5	boundary	boundary	n/a	n/a	8
