onset	duration	sample	value	event_code
0	n/a	0	9999	9999
3.04	n/a	1520	video_start	83
173.586	n/a	86793	video_stop	103
174.102	n/a	87051	break cnt	break cnt
211.342	n/a	105671	9999	9999
