onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
38.924	n/a	19462	seqLearning_start	91	n/a	n/a	8
45.186	n/a	22593	learningBlock_1	31	n/a	n/a	8
45.214	n/a	22607	dot_no1_ON	11	n/a	n/a	8
45.804	n/a	22902	dot_no1_OFF	21	n/a	n/a	8
47.122	n/a	23561	dot_no6_ON	16	n/a	n/a	8
47.702	n/a	23851	dot_no6_OFF	26	n/a	n/a	8
49.022	n/a	24511	dot_no4_ON	14	n/a	n/a	8
49.602	n/a	24801	dot_no4_OFF	24	n/a	n/a	8
50.922	n/a	25461	dot_no2_ON	12	n/a	n/a	8
51.512	n/a	25756	dot_no2_OFF	22	n/a	n/a	8
52.832	n/a	26416	dot_no7_ON	17	n/a	n/a	8
53.412	n/a	26706	dot_no7_OFF	27	n/a	n/a	8
54.732	n/a	27366	dot_no3_ON	13	n/a	n/a	8
55.312	n/a	27656	dot_no3_OFF	23	n/a	n/a	8
56.632	n/a	28316	dot_no8_ON	18	n/a	n/a	8
57.222	n/a	28611	dot_no8_OFF	28	n/a	n/a	8
58.542	n/a	29271	dot_no5_ON	15	n/a	n/a	8
59.122	n/a	29561	dot_no5_OFF	25	n/a	n/a	8
60.442	n/a	30221	dot_no2_ON	12	n/a	n/a	8
61.022	n/a	30511	dot_no2_OFF	22	n/a	n/a	8
62.342	n/a	31171	dot_no7_ON	17	n/a	n/a	8
62.922	n/a	31461	dot_no7_OFF	27	8-6-2-4-4-1-5-3-7-8	1-6-4-2-7-3-8-5-2-7	8
116.652	n/a	58326	learningBlock_2	32	n/a	n/a	8
116.662	n/a	58331	dot_no1_ON	11	n/a	n/a	8
117.242	n/a	58621	dot_no1_OFF	21	n/a	n/a	8
118.562	n/a	59281	dot_no6_ON	16	n/a	n/a	8
119.142	n/a	59571	dot_no6_OFF	26	n/a	n/a	8
120.462	n/a	60231	dot_no4_ON	14	n/a	n/a	8
121.052	n/a	60526	dot_no4_OFF	24	n/a	n/a	8
122.372	n/a	61186	dot_no2_ON	12	n/a	n/a	8
122.952	n/a	61476	dot_no2_OFF	22	n/a	n/a	8
124.27	n/a	62135	dot_no7_ON	17	n/a	n/a	8
124.852	n/a	62426	dot_no7_OFF	27	n/a	n/a	8
126.17	n/a	63085	dot_no3_ON	13	n/a	n/a	8
126.76	n/a	63380	dot_no3_OFF	23	n/a	n/a	8
128.08	n/a	64040	dot_no8_ON	18	n/a	n/a	8
128.66	n/a	64330	dot_no8_OFF	28	n/a	n/a	8
129.982	n/a	64991	dot_no5_ON	15	n/a	n/a	8
130.56	n/a	65280	dot_no5_OFF	25	n/a	n/a	8
131.88	n/a	65940	dot_no2_ON	12	n/a	n/a	8
132.47	n/a	66235	dot_no2_OFF	22	n/a	n/a	8
133.79	n/a	66895	dot_no7_ON	17	n/a	n/a	8
134.372	n/a	67186	dot_no7_OFF	27	8-4-2-6-3-1-5-7-8-3	1-6-4-2-7-3-8-5-2-7	8
157.322	n/a	78661	learningBlock_3	33	n/a	n/a	8
157.33	n/a	78665	dot_no1_ON	11	n/a	n/a	8
157.91	n/a	78955	dot_no1_OFF	21	n/a	n/a	8
159.23	n/a	79615	dot_no6_ON	16	n/a	n/a	8
159.81	n/a	79905	dot_no6_OFF	26	n/a	n/a	8
