onset	duration	sample	value	event_code
0	n/a	0	9999	9999
0.986	n/a	493	video_start	82
163.98	n/a	81990	video_stop	102
164.512	n/a	82256	break cnt	break cnt
191.962	n/a	95981	9999	9999
