onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
43.536	n/a	21768	seqLearning_start	91	n/a	n/a	8
49.802	n/a	24901	learningBlock_1	31	n/a	n/a	8
49.824	n/a	24912	dot_no1_ON	11	n/a	n/a	8
50.414	n/a	25207	dot_no1_OFF	21	n/a	n/a	8
51.734	n/a	25867	dot_no6_ON	16	n/a	n/a	8
52.314	n/a	26157	dot_no6_OFF	26	n/a	n/a	8
53.634	n/a	26817	dot_no4_ON	14	n/a	n/a	8
54.214	n/a	27107	dot_no4_OFF	24	n/a	n/a	8
55.534	n/a	27767	dot_no2_ON	12	n/a	n/a	8
56.114	n/a	28057	dot_no2_OFF	22	n/a	n/a	8
57.434	n/a	28717	dot_no7_ON	17	n/a	n/a	8
58.014	n/a	29007	dot_no7_OFF	27	n/a	n/a	8
59.334	n/a	29667	dot_no3_ON	13	n/a	n/a	8
59.914	n/a	29957	dot_no3_OFF	23	n/a	n/a	8
61.234	n/a	30617	dot_no8_ON	18	n/a	n/a	8
61.814	n/a	30907	dot_no8_OFF	28	n/a	n/a	8
63.134	n/a	31567	dot_no5_ON	15	n/a	n/a	8
63.714	n/a	31857	dot_no5_OFF	25	n/a	n/a	8
65.034	n/a	32517	dot_no2_ON	12	n/a	n/a	8
65.614	n/a	32807	dot_no2_OFF	22	n/a	n/a	8
66.934	n/a	33467	dot_no7_ON	17	n/a	n/a	8
67.514	n/a	33757	dot_no7_OFF	27	2-6-4-2-8-3-7-5-1-1	1-6-4-2-7-3-8-5-2-7	8
103.794	n/a	51897	learningBlock_2	32	n/a	n/a	8
103.802	n/a	51901	dot_no1_ON	11	n/a	n/a	8
104.392	n/a	52196	dot_no1_OFF	21	n/a	n/a	8
105.712	n/a	52856	dot_no6_ON	16	n/a	n/a	8
106.292	n/a	53146	dot_no6_OFF	26	n/a	n/a	8
107.612	n/a	53806	dot_no4_ON	14	n/a	n/a	8
108.202	n/a	54101	dot_no4_OFF	24	n/a	n/a	8
109.522	n/a	54761	dot_no2_ON	12	n/a	n/a	8
110.102	n/a	55051	dot_no2_OFF	22	n/a	n/a	8
111.422	n/a	55711	dot_no7_ON	17	n/a	n/a	8
112.012	n/a	56006	dot_no7_OFF	27	n/a	n/a	8
113.332	n/a	56666	dot_no3_ON	13	n/a	n/a	8
113.912	n/a	56956	dot_no3_OFF	23	n/a	n/a	8
