onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
5.106	n/a	2553	seqLearning_start	91	n/a	n/a	8
11.346	n/a	5673	learningBlock_1	31	n/a	n/a	8
11.366	n/a	5683	dot_no1_ON	11	n/a	n/a	8
11.956	n/a	5978	dot_no1_OFF	21	n/a	n/a	8
13.276	n/a	6638	dot_no6_ON	16	n/a	n/a	8
13.856	n/a	6928	dot_no6_OFF	26	n/a	n/a	8
15.176	n/a	7588	dot_no4_ON	14	n/a	n/a	8
15.756	n/a	7878	dot_no4_OFF	24	n/a	n/a	8
17.076	n/a	8538	dot_no2_ON	12	n/a	n/a	8
17.656	n/a	8828	dot_no2_OFF	22	n/a	n/a	8
18.976	n/a	9488	dot_no7_ON	17	n/a	n/a	8
19.556	n/a	9778	dot_no7_OFF	27	n/a	n/a	8
20.876	n/a	10438	dot_no3_ON	13	n/a	n/a	8
21.454	n/a	10727	dot_no3_OFF	23	n/a	n/a	8
22.774	n/a	11387	dot_no8_ON	18	n/a	n/a	8
23.354	n/a	11677	dot_no8_OFF	28	n/a	n/a	8
24.674	n/a	12337	dot_no5_ON	15	n/a	n/a	8
25.264	n/a	12632	dot_no5_OFF	25	n/a	n/a	8
26.584	n/a	13292	dot_no2_ON	12	n/a	n/a	8
27.164	n/a	13582	dot_no2_OFF	22	n/a	n/a	8
28.494	n/a	14247	dot_no7_ON	17	n/a	n/a	8
29.074	n/a	14537	dot_no7_OFF	27	1-6-4-2-7-3-7-8-7-5	1-6-4-2-7-3-8-5-2-7	8
81.586	n/a	40793	learningBlock_2	32	n/a	n/a	8
81.594	n/a	40797	dot_no1_ON	11	n/a	n/a	8
82.184	n/a	41092	dot_no1_OFF	21	n/a	n/a	8
83.504	n/a	41752	dot_no6_ON	16	n/a	n/a	8
84.084	n/a	42042	dot_no6_OFF	26	n/a	n/a	8
85.404	n/a	42702	dot_no4_ON	14	n/a	n/a	8
85.984	n/a	42992	dot_no4_OFF	24	n/a	n/a	8
87.304	n/a	43652	dot_no2_ON	12	n/a	n/a	8
87.894	n/a	43947	dot_no2_OFF	22	n/a	n/a	8
89.214	n/a	44607	dot_no7_ON	17	n/a	n/a	8
89.794	n/a	44897	dot_no7_OFF	27	n/a	n/a	8
91.114	n/a	45557	dot_no3_ON	13	n/a	n/a	8
91.694	n/a	45847	dot_no3_OFF	23	n/a	n/a	8
93.014	n/a	46507	dot_no8_ON	18	n/a	n/a	8
93.604	n/a	46802	dot_no8_OFF	28	n/a	n/a	8
94.924	n/a	47462	dot_no5_ON	15	n/a	n/a	8
95.504	n/a	47752	dot_no5_OFF	25	n/a	n/a	8
96.824	n/a	48412	dot_no2_ON	12	n/a	n/a	8
97.404	n/a	48702	dot_no2_OFF	22	n/a	n/a	8
98.724	n/a	49362	dot_no7_ON	17	n/a	n/a	8
99.314	n/a	49657	dot_no7_OFF	27	1-6-4-2-7-5-8-3-7-1	1-6-4-2-7-3-8-5-2-7	8
129.356	n/a	64678	learningBlock_3	33	n/a	n/a	8
129.362	n/a	64681	dot_no1_ON	11	n/a	n/a	8
129.942	n/a	64971	dot_no1_OFF	21	n/a	n/a	8
131.262	n/a	65631	dot_no6_ON	16	n/a	n/a	8
131.842	n/a	65921	dot_no6_OFF	26	n/a	n/a	8
133.162	n/a	66581	dot_no4_ON	14	n/a	n/a	8
133.742	n/a	66871	dot_no4_OFF	24	n/a	n/a	8
135.062	n/a	67531	dot_no2_ON	12	n/a	n/a	8
135.652	n/a	67826	dot_no2_OFF	22	n/a	n/a	8
136.972	n/a	68486	dot_no7_ON	17	n/a	n/a	8
137.562	n/a	68781	dot_no7_OFF	27	n/a	n/a	8
138.882	n/a	69441	dot_no3_ON	13	n/a	n/a	8
139.462	n/a	69731	dot_no3_OFF	23	n/a	n/a	8
140.782	n/a	70391	dot_no8_ON	18	n/a	n/a	8
141.362	n/a	70681	dot_no8_OFF	28	n/a	n/a	8
142.682	n/a	71341	dot_no5_ON	15	n/a	n/a	8
143.262	n/a	71631	dot_no5_OFF	25	n/a	n/a	8
144.582	n/a	72291	dot_no2_ON	12	n/a	n/a	8
145.162	n/a	72581	dot_no2_OFF	22	n/a	n/a	8
146.482	n/a	73241	dot_no7_ON	17	n/a	n/a	8
147.062	n/a	73531	dot_no7_OFF	27	1-6-4-2-7-3-5-8-7-3	1-6-4-2-7-3-8-5-2-7	8
176.744	n/a	88372	learningBlock_4	34	n/a	n/a	8
176.752	n/a	88376	dot_no1_ON	11	n/a	n/a	8
177.332	n/a	88666	dot_no1_OFF	21	n/a	n/a	8
178.652	n/a	89326	dot_no6_ON	16	n/a	n/a	8
179.232	n/a	89616	dot_no6_OFF	26	n/a	n/a	8
180.552	n/a	90276	dot_no4_ON	14	n/a	n/a	8
181.132	n/a	90566	dot_no4_OFF	24	n/a	n/a	8
182.452	n/a	91226	dot_no2_ON	12	n/a	n/a	8
183.032	n/a	91516	dot_no2_OFF	22	n/a	n/a	8
184.352	n/a	92176	dot_no7_ON	17	n/a	n/a	8
184.942	n/a	92471	dot_no7_OFF	27	n/a	n/a	8
186.262	n/a	93131	dot_no3_ON	13	n/a	n/a	8
186.842	n/a	93421	dot_no3_OFF	23	n/a	n/a	8
188.162	n/a	94081	dot_no8_ON	18	n/a	n/a	8
